COMPANY,EMPMAINCAT,NATIONALITY,YEAR,MONTH,MM,STRENGTH
AL KHAITH INDUSTRIES AND SERVICES SPC,LABOUR,INDIAN,2009,SEPTEMBER,09,49
AL KHAITH INDUSTRIES AND SERVICES SPC,OMANI,OMANI,2009,SEPTEMBER,09,8
AL KHAITH INDUSTRIES AND SERVICES SPC,STAFF,INDIAN,2009,SEPTEMBER,09,18
BOLD POINT CONSTRUCTION,LABOUR,INDIAN,2009,SEPTEMBER,09,5
BOLD POINT CONSTRUCTION,STAFF,INDIAN,2009,SEPTEMBER,09,2
HIGH-END BUSINESS SERVICES,STAFF,INDIAN,2009,SEPTEMBER,09,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,STAFF,INDIAN,2009,SEPTEMBER,09,1
INSIGHT ENGINEERING CONSULTANTS,STAFF,INDIAN,2009,SEPTEMBER,09,1
NEW ROTANA ENTERPRISES LLC,LABOUR,INDIAN,2009,SEPTEMBER,09,106
NEW ROTANA ENTERPRISES LLC,OMANI,OMANI,2009,SEPTEMBER,09,14
NEW ROTANA ENTERPRISES LLC,STAFF,INDIAN,2009,SEPTEMBER,09,42
SILVER OASIS BUSINESS AND SERVICES,LABOUR,INDIAN,2009,SEPTEMBER,09,2
ADRAK FACILITIES AND SERVICES LLC,LABOUR,INDIAN,2009,OCTOBER  ,10,45
ADRAK FACILITIES AND SERVICES LLC,OMANI,OMANI,2009,OCTOBER  ,10,8
ADRAK FACILITIES AND SERVICES LLC,STAFF,INDIAN,2009,OCTOBER  ,10,18
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,BANGLADESH,2009,OCTOBER  ,10,10
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,INDIAN,2009,OCTOBER  ,10,1817
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,OMANI,OMANI,2009,OCTOBER  ,10,158
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,EGYPTION,2009,OCTOBER  ,10,1
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,INDIAN,2009,OCTOBER  ,10,283
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,SUDANI,2009,OCTOBER  ,10,1
AL KHAITH INDUSTRIES AND SERVICES SPC,LABOUR,INDIAN,2009,OCTOBER  ,10,49
AL KHAITH INDUSTRIES AND SERVICES SPC,OMANI,OMANI,2009,OCTOBER  ,10,8
AL KHAITH INDUSTRIES AND SERVICES SPC,STAFF,INDIAN,2009,OCTOBER  ,10,18
BOLD POINT CONSTRUCTION,LABOUR,INDIAN,2009,OCTOBER  ,10,5
BOLD POINT CONSTRUCTION,STAFF,INDIAN,2009,OCTOBER  ,10,2
HIGH-END BUSINESS SERVICES,STAFF,INDIAN,2009,OCTOBER  ,10,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,STAFF,INDIAN,2009,OCTOBER  ,10,1
INSIGHT ENGINEERING CONSULTANTS,STAFF,INDIAN,2009,OCTOBER  ,10,1
NEW ROTANA ENTERPRISES LLC,LABOUR,INDIAN,2009,OCTOBER  ,10,105
NEW ROTANA ENTERPRISES LLC,OMANI,OMANI,2009,OCTOBER  ,10,14
NEW ROTANA ENTERPRISES LLC,STAFF,INDIAN,2009,OCTOBER  ,10,42
SILVER OASIS BUSINESS AND SERVICES,LABOUR,INDIAN,2009,OCTOBER  ,10,2
ADRAK FACILITIES AND SERVICES LLC,LABOUR,INDIAN,2009,NOVEMBER ,11,45
ADRAK FACILITIES AND SERVICES LLC,OMANI,OMANI,2009,NOVEMBER ,11,8
ADRAK FACILITIES AND SERVICES LLC,STAFF,INDIAN,2009,NOVEMBER ,11,18
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,BANGLADESH,2009,NOVEMBER ,11,10
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,INDIAN,2009,NOVEMBER ,11,1814
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,OMANI,OMANI,2009,NOVEMBER ,11,184
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,EGYPTION,2009,NOVEMBER ,11,1
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,INDIAN,2009,NOVEMBER ,11,285
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,SUDANI,2009,NOVEMBER ,11,1
AL KHAITH INDUSTRIES AND SERVICES SPC,LABOUR,INDIAN,2009,NOVEMBER ,11,49
AL KHAITH INDUSTRIES AND SERVICES SPC,OMANI,OMANI,2009,NOVEMBER ,11,8
AL KHAITH INDUSTRIES AND SERVICES SPC,STAFF,INDIAN,2009,NOVEMBER ,11,18
BOLD POINT CONSTRUCTION,LABOUR,INDIAN,2009,NOVEMBER ,11,5
BOLD POINT CONSTRUCTION,STAFF,INDIAN,2009,NOVEMBER ,11,2
HIGH-END BUSINESS SERVICES,STAFF,INDIAN,2009,NOVEMBER ,11,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,STAFF,INDIAN,2009,NOVEMBER ,11,1
INSIGHT ENGINEERING CONSULTANTS,STAFF,INDIAN,2009,NOVEMBER ,11,1
NEW ROTANA ENTERPRISES LLC,LABOUR,INDIAN,2009,NOVEMBER ,11,102
NEW ROTANA ENTERPRISES LLC,OMANI,OMANI,2009,NOVEMBER ,11,38
NEW ROTANA ENTERPRISES LLC,STAFF,INDIAN,2009,NOVEMBER ,11,42
SILVER OASIS BUSINESS AND SERVICES,LABOUR,INDIAN,2009,NOVEMBER ,11,2
ADRAK FACILITIES AND SERVICES LLC,LABOUR,INDIAN,2009,DECEMBER ,12,45
ADRAK FACILITIES AND SERVICES LLC,OMANI,OMANI,2009,DECEMBER ,12,8
ADRAK FACILITIES AND SERVICES LLC,STAFF,INDIAN,2009,DECEMBER ,12,18
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,BANGLADESH,2009,DECEMBER ,12,10
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,INDIAN,2009,DECEMBER ,12,2014
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,OMANI,OMANI,2009,DECEMBER ,12,261
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,EGYPTION,2009,DECEMBER ,12,1
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,INDIAN,2009,DECEMBER ,12,298
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,SUDANI,2009,DECEMBER ,12,1
AL KHAITH INDUSTRIES AND SERVICES SPC,LABOUR,INDIAN,2009,DECEMBER ,12,49
AL KHAITH INDUSTRIES AND SERVICES SPC,OMANI,OMANI,2009,DECEMBER ,12,8
AL KHAITH INDUSTRIES AND SERVICES SPC,STAFF,INDIAN,2009,DECEMBER ,12,18
BOLD POINT CONSTRUCTION,LABOUR,INDIAN,2009,DECEMBER ,12,5
BOLD POINT CONSTRUCTION,STAFF,INDIAN,2009,DECEMBER ,12,2
HIGH-END BUSINESS SERVICES,STAFF,INDIAN,2009,DECEMBER ,12,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,STAFF,INDIAN,2009,DECEMBER ,12,1
INSIGHT ENGINEERING CONSULTANTS,STAFF,INDIAN,2009,DECEMBER ,12,1
NEW ROTANA ENTERPRISES LLC,LABOUR,INDIAN,2009,DECEMBER ,12,101
NEW ROTANA ENTERPRISES LLC,OMANI,OMANI,2009,DECEMBER ,12,38
NEW ROTANA ENTERPRISES LLC,STAFF,INDIAN,2009,DECEMBER ,12,43
SILVER OASIS BUSINESS AND SERVICES,LABOUR,INDIAN,2009,DECEMBER ,12,2
ADRAK FACILITIES AND SERVICES LLC,LABOUR,INDIAN,2010,JANUARY  ,01,45
ADRAK FACILITIES AND SERVICES LLC,OMANI,OMANI,2010,JANUARY  ,01,9
ADRAK FACILITIES AND SERVICES LLC,STAFF,INDIAN,2010,JANUARY  ,01,18
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,BANGLADESH,2010,JANUARY  ,01,10
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,INDIAN,2010,JANUARY  ,01,2138
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,OMANI,OMANI,2010,JANUARY  ,01,352
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,EGYPTION,2010,JANUARY  ,01,1
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,INDIAN,2010,JANUARY  ,01,314
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,SUDANI,2010,JANUARY  ,01,1
AL KHAITH INDUSTRIES AND SERVICES SPC,LABOUR,INDIAN,2010,JANUARY  ,01,49
AL KHAITH INDUSTRIES AND SERVICES SPC,OMANI,OMANI,2010,JANUARY  ,01,9
AL KHAITH INDUSTRIES AND SERVICES SPC,STAFF,INDIAN,2010,JANUARY  ,01,18
BOLD POINT CONSTRUCTION,LABOUR,INDIAN,2010,JANUARY  ,01,5
BOLD POINT CONSTRUCTION,STAFF,INDIAN,2010,JANUARY  ,01,2
HIGH-END BUSINESS SERVICES,STAFF,INDIAN,2010,JANUARY  ,01,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,STAFF,INDIAN,2010,JANUARY  ,01,1
INSIGHT ENGINEERING CONSULTANTS,STAFF,INDIAN,2010,JANUARY  ,01,1
NEW ROTANA ENTERPRISES LLC,LABOUR,INDIAN,2010,JANUARY  ,01,101
NEW ROTANA ENTERPRISES LLC,OMANI,OMANI,2010,JANUARY  ,01,39
NEW ROTANA ENTERPRISES LLC,STAFF,INDIAN,2010,JANUARY  ,01,43
SILVER OASIS BUSINESS AND SERVICES,LABOUR,INDIAN,2010,JANUARY  ,01,2
ADRAK FACILITIES AND SERVICES LLC,LABOUR,INDIAN,2010,FEBRUARY ,02,27
ADRAK FACILITIES AND SERVICES LLC,OMANI,OMANI,2010,FEBRUARY ,02,8
ADRAK FACILITIES AND SERVICES LLC,STAFF,INDIAN,2010,FEBRUARY ,02,11
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,BANGLADESH,2010,FEBRUARY ,02,10
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,INDIAN,2010,FEBRUARY ,02,1782
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,OMANI,OMANI,2010,FEBRUARY ,02,441
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,INDIAN,2010,FEBRUARY ,02,250
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,SUDANI,2010,FEBRUARY ,02,1
AL KHAITH INDUSTRIES AND SERVICES SPC,LABOUR,INDIAN,2010,FEBRUARY ,02,33
AL KHAITH INDUSTRIES AND SERVICES SPC,OMANI,OMANI,2010,FEBRUARY ,02,8
AL KHAITH INDUSTRIES AND SERVICES SPC,STAFF,INDIAN,2010,FEBRUARY ,02,11
BOLD POINT CONSTRUCTION,LABOUR,INDIAN,2010,FEBRUARY ,02,5
BOLD POINT CONSTRUCTION,STAFF,INDIAN,2010,FEBRUARY ,02,2
HIGH-END BUSINESS SERVICES,STAFF,INDIAN,2010,FEBRUARY ,02,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,STAFF,INDIAN,2010,FEBRUARY ,02,1
INSIGHT ENGINEERING CONSULTANTS,STAFF,INDIAN,2010,FEBRUARY ,02,1
NEW ROTANA ENTERPRISES LLC,LABOUR,INDIAN,2010,FEBRUARY ,02,79
NEW ROTANA ENTERPRISES LLC,OMANI,OMANI,2010,FEBRUARY ,02,39
NEW ROTANA ENTERPRISES LLC,STAFF,INDIAN,2010,FEBRUARY ,02,37
SILVER OASIS BUSINESS AND SERVICES,LABOUR,INDIAN,2010,FEBRUARY ,02,2
ADRAK FACILITIES AND SERVICES LLC,LABOUR,INDIAN,2010,MARCH    ,03,27
ADRAK FACILITIES AND SERVICES LLC,OMANI,OMANI,2010,MARCH    ,03,8
ADRAK FACILITIES AND SERVICES LLC,STAFF,INDIAN,2010,MARCH    ,03,11
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,BANGLADESH,2010,MARCH    ,03,10
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,INDIAN,2010,MARCH    ,03,1802
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,OMANI,OMANI,2010,MARCH    ,03,502
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,INDIAN,2010,MARCH    ,03,254
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,SUDANI,2010,MARCH    ,03,1
AL KHAITH INDUSTRIES AND SERVICES SPC,LABOUR,INDIAN,2010,MARCH    ,03,33
AL KHAITH INDUSTRIES AND SERVICES SPC,OMANI,OMANI,2010,MARCH    ,03,8
AL KHAITH INDUSTRIES AND SERVICES SPC,STAFF,INDIAN,2010,MARCH    ,03,11
BOLD POINT CONSTRUCTION,LABOUR,INDIAN,2010,MARCH    ,03,5
BOLD POINT CONSTRUCTION,STAFF,INDIAN,2010,MARCH    ,03,2
HIGH-END BUSINESS SERVICES,STAFF,INDIAN,2010,MARCH    ,03,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,STAFF,INDIAN,2010,MARCH    ,03,1
INSIGHT ENGINEERING CONSULTANTS,STAFF,INDIAN,2010,MARCH    ,03,1
NEW ROTANA ENTERPRISES LLC,LABOUR,INDIAN,2010,MARCH    ,03,79
NEW ROTANA ENTERPRISES LLC,OMANI,OMANI,2010,MARCH    ,03,39
NEW ROTANA ENTERPRISES LLC,STAFF,INDIAN,2010,MARCH    ,03,37
SILVER OASIS BUSINESS AND SERVICES,LABOUR,INDIAN,2010,MARCH    ,03,2
ADRAK FACILITIES AND SERVICES LLC,LABOUR,INDIAN,2010,APRIL    ,04,27
ADRAK FACILITIES AND SERVICES LLC,OMANI,OMANI,2010,APRIL    ,04,8
ADRAK FACILITIES AND SERVICES LLC,STAFF,INDIAN,2010,APRIL    ,04,11
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,BANGLADESH,2010,APRIL    ,04,9
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,INDIAN,2010,APRIL    ,04,1796
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,OMANI,OMANI,2010,APRIL    ,04,569
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,INDIAN,2010,APRIL    ,04,256
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,SUDANI,2010,APRIL    ,04,1
AL KHAITH INDUSTRIES AND SERVICES SPC,LABOUR,INDIAN,2010,APRIL    ,04,33
AL KHAITH INDUSTRIES AND SERVICES SPC,OMANI,OMANI,2010,APRIL    ,04,8
AL KHAITH INDUSTRIES AND SERVICES SPC,STAFF,INDIAN,2010,APRIL    ,04,11
BOLD POINT CONSTRUCTION,LABOUR,INDIAN,2010,APRIL    ,04,5
BOLD POINT CONSTRUCTION,STAFF,INDIAN,2010,APRIL    ,04,2
HIGH-END BUSINESS SERVICES,STAFF,INDIAN,2010,APRIL    ,04,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,STAFF,INDIAN,2010,APRIL    ,04,1
INSIGHT ENGINEERING CONSULTANTS,STAFF,INDIAN,2010,APRIL    ,04,1
NEW ROTANA ENTERPRISES LLC,LABOUR,INDIAN,2010,APRIL    ,04,79
NEW ROTANA ENTERPRISES LLC,OMANI,OMANI,2010,APRIL    ,04,38
NEW ROTANA ENTERPRISES LLC,STAFF,INDIAN,2010,APRIL    ,04,37
SILVER OASIS BUSINESS AND SERVICES,LABOUR,INDIAN,2010,APRIL    ,04,2
ADRAK FACILITIES AND SERVICES LLC,LABOUR,INDIAN,2010,MAY      ,05,24
ADRAK FACILITIES AND SERVICES LLC,OMANI,OMANI,2010,MAY      ,05,8
ADRAK FACILITIES AND SERVICES LLC,STAFF,INDIAN,2010,MAY      ,05,11
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,BANGLADESH,2010,MAY      ,05,10
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,INDIAN,2010,MAY      ,05,1841
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,OMANI,OMANI,2010,MAY      ,05,596
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,INDIAN,2010,MAY      ,05,259
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,SUDANI,2010,MAY      ,05,1
AL KHAITH INDUSTRIES AND SERVICES SPC,LABOUR,INDIAN,2010,MAY      ,05,30
AL KHAITH INDUSTRIES AND SERVICES SPC,OMANI,OMANI,2010,MAY      ,05,8
AL KHAITH INDUSTRIES AND SERVICES SPC,STAFF,INDIAN,2010,MAY      ,05,11
BOLD POINT CONSTRUCTION,LABOUR,INDIAN,2010,MAY      ,05,5
BOLD POINT CONSTRUCTION,STAFF,INDIAN,2010,MAY      ,05,2
HIGH-END BUSINESS SERVICES,STAFF,INDIAN,2010,MAY      ,05,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,STAFF,INDIAN,2010,MAY      ,05,1
INSIGHT ENGINEERING CONSULTANTS,STAFF,INDIAN,2010,MAY      ,05,1
NEW ROTANA ENTERPRISES LLC,LABOUR,INDIAN,2010,MAY      ,05,77
NEW ROTANA ENTERPRISES LLC,OMANI,OMANI,2010,MAY      ,05,37
NEW ROTANA ENTERPRISES LLC,STAFF,INDIAN,2010,MAY      ,05,37
SILVER OASIS BUSINESS AND SERVICES,LABOUR,INDIAN,2010,MAY      ,05,3
ADRAK FACILITIES AND SERVICES LLC,LABOUR,INDIAN,2010,JUNE     ,06,22
ADRAK FACILITIES AND SERVICES LLC,OMANI,OMANI,2010,JUNE     ,06,7
ADRAK FACILITIES AND SERVICES LLC,STAFF,INDIAN,2010,JUNE     ,06,10
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,BANGLADESH,2010,JUNE     ,06,10
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,INDIAN,2010,JUNE     ,06,1891
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,OMANI,OMANI,2010,JUNE     ,06,632
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,INDIAN,2010,JUNE     ,06,258
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,SUDANI,2010,JUNE     ,06,1
AL KHAITH INDUSTRIES AND SERVICES SPC,LABOUR,INDIAN,2010,JUNE     ,06,28
AL KHAITH INDUSTRIES AND SERVICES SPC,OMANI,OMANI,2010,JUNE     ,06,7
AL KHAITH INDUSTRIES AND SERVICES SPC,STAFF,INDIAN,2010,JUNE     ,06,10
BOLD POINT CONSTRUCTION,LABOUR,INDIAN,2010,JUNE     ,06,5
BOLD POINT CONSTRUCTION,STAFF,INDIAN,2010,JUNE     ,06,2
HIGH-END BUSINESS SERVICES,STAFF,INDIAN,2010,JUNE     ,06,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,STAFF,INDIAN,2010,JUNE     ,06,2
INSIGHT ENGINEERING CONSULTANTS,STAFF,INDIAN,2010,JUNE     ,06,1
NEW ROTANA ENTERPRISES LLC,LABOUR,INDIAN,2010,JUNE     ,06,72
NEW ROTANA ENTERPRISES LLC,OMANI,OMANI,2010,JUNE     ,06,37
NEW ROTANA ENTERPRISES LLC,STAFF,INDIAN,2010,JUNE     ,06,37
SILVER OASIS BUSINESS AND SERVICES,LABOUR,INDIAN,2010,JUNE     ,06,3
ADRAK FACILITIES AND SERVICES LLC,LABOUR,INDIAN,2010,JULY     ,07,20
ADRAK FACILITIES AND SERVICES LLC,OMANI,OMANI,2010,JULY     ,07,7
ADRAK FACILITIES AND SERVICES LLC,STAFF,INDIAN,2010,JULY     ,07,9
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,BANGLADESH,2010,JULY     ,07,11
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,INDIAN,2010,JULY     ,07,1997
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,OMANI,OMANI,2010,JULY     ,07,684
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,INDIAN,2010,JULY     ,07,268
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,SUDANI,2010,JULY     ,07,1
AL KHAITH INDUSTRIES AND SERVICES SPC,LABOUR,INDIAN,2010,JULY     ,07,26
AL KHAITH INDUSTRIES AND SERVICES SPC,OMANI,OMANI,2010,JULY     ,07,7
AL KHAITH INDUSTRIES AND SERVICES SPC,STAFF,INDIAN,2010,JULY     ,07,9
BOLD POINT CONSTRUCTION,LABOUR,INDIAN,2010,JULY     ,07,5
BOLD POINT CONSTRUCTION,STAFF,INDIAN,2010,JULY     ,07,2
HIGH-END BUSINESS SERVICES,STAFF,INDIAN,2010,JULY     ,07,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,STAFF,INDIAN,2010,JULY     ,07,2
INSIGHT ENGINEERING CONSULTANTS,STAFF,INDIAN,2010,JULY     ,07,1
NEW ROTANA ENTERPRISES LLC,LABOUR,INDIAN,2010,JULY     ,07,67
NEW ROTANA ENTERPRISES LLC,OMANI,OMANI,2010,JULY     ,07,35
NEW ROTANA ENTERPRISES LLC,STAFF,INDIAN,2010,JULY     ,07,37
SILVER OASIS BUSINESS AND SERVICES,LABOUR,INDIAN,2010,JULY     ,07,3
ADRAK FACILITIES AND SERVICES LLC,LABOUR,INDIAN,2010,AUGUST   ,08,18
ADRAK FACILITIES AND SERVICES LLC,OMANI,OMANI,2010,AUGUST   ,08,7
ADRAK FACILITIES AND SERVICES LLC,STAFF,INDIAN,2010,AUGUST   ,08,9
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,BANGLADESH,2010,AUGUST   ,08,11
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,INDIAN,2010,AUGUST   ,08,2033
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,OMANI,OMANI,2010,AUGUST   ,08,748
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,INDIAN,2010,AUGUST   ,08,272
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,SUDANI,2010,AUGUST   ,08,1
AL KHAITH INDUSTRIES AND SERVICES SPC,LABOUR,INDIAN,2010,AUGUST   ,08,24
AL KHAITH INDUSTRIES AND SERVICES SPC,OMANI,OMANI,2010,AUGUST   ,08,7
AL KHAITH INDUSTRIES AND SERVICES SPC,STAFF,INDIAN,2010,AUGUST   ,08,9
BOLD POINT CONSTRUCTION,LABOUR,INDIAN,2010,AUGUST   ,08,5
BOLD POINT CONSTRUCTION,STAFF,INDIAN,2010,AUGUST   ,08,2
HIGH-END BUSINESS SERVICES,STAFF,INDIAN,2010,AUGUST   ,08,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,STAFF,INDIAN,2010,AUGUST   ,08,2
INSIGHT ENGINEERING CONSULTANTS,STAFF,INDIAN,2010,AUGUST   ,08,1
NEW ROTANA ENTERPRISES LLC,LABOUR,INDIAN,2010,AUGUST   ,08,63
NEW ROTANA ENTERPRISES LLC,OMANI,OMANI,2010,AUGUST   ,08,33
NEW ROTANA ENTERPRISES LLC,STAFF,INDIAN,2010,AUGUST   ,08,37
SILVER OASIS BUSINESS AND SERVICES,LABOUR,INDIAN,2010,AUGUST   ,08,3
ADRAK FACILITIES AND SERVICES LLC,LABOUR,INDIAN,2010,SEPTEMBER,09,18
ADRAK FACILITIES AND SERVICES LLC,OMANI,OMANI,2010,SEPTEMBER,09,8
ADRAK FACILITIES AND SERVICES LLC,STAFF,INDIAN,2010,SEPTEMBER,09,9
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,BANGLADESH,2010,SEPTEMBER,09,11
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,INDIAN,2010,SEPTEMBER,09,2160
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,OMANI,OMANI,2010,SEPTEMBER,09,757
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,INDIAN,2010,SEPTEMBER,09,274
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,SUDANI,2010,SEPTEMBER,09,1
AL KHAITH INDUSTRIES AND SERVICES SPC,LABOUR,INDIAN,2010,SEPTEMBER,09,24
AL KHAITH INDUSTRIES AND SERVICES SPC,OMANI,OMANI,2010,SEPTEMBER,09,8
AL KHAITH INDUSTRIES AND SERVICES SPC,STAFF,INDIAN,2010,SEPTEMBER,09,9
BOLD POINT CONSTRUCTION,LABOUR,INDIAN,2010,SEPTEMBER,09,5
BOLD POINT CONSTRUCTION,STAFF,INDIAN,2010,SEPTEMBER,09,2
HIGH-END BUSINESS SERVICES,STAFF,INDIAN,2010,SEPTEMBER,09,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,STAFF,INDIAN,2010,SEPTEMBER,09,2
INSIGHT ENGINEERING CONSULTANTS,STAFF,INDIAN,2010,SEPTEMBER,09,1
NEW ROTANA ENTERPRISES LLC,LABOUR,INDIAN,2010,SEPTEMBER,09,61
NEW ROTANA ENTERPRISES LLC,OMANI,OMANI,2010,SEPTEMBER,09,30
NEW ROTANA ENTERPRISES LLC,STAFF,INDIAN,2010,SEPTEMBER,09,35
SILVER OASIS BUSINESS AND SERVICES,LABOUR,INDIAN,2010,SEPTEMBER,09,4
ADRAK FACILITIES AND SERVICES LLC,LABOUR,INDIAN,2010,OCTOBER  ,10,17
ADRAK FACILITIES AND SERVICES LLC,OMANI,OMANI,2010,OCTOBER  ,10,26
ADRAK FACILITIES AND SERVICES LLC,STAFF,INDIAN,2010,OCTOBER  ,10,9
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,BANGLADESH,2010,OCTOBER  ,10,11
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,INDIAN,2010,OCTOBER  ,10,2311
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,OMANI,OMANI,2010,OCTOBER  ,10,809
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,INDIAN,2010,OCTOBER  ,10,279
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,SUDANI,2010,OCTOBER  ,10,1
AL KHAITH INDUSTRIES AND SERVICES SPC,LABOUR,INDIAN,2010,OCTOBER  ,10,23
AL KHAITH INDUSTRIES AND SERVICES SPC,OMANI,OMANI,2010,OCTOBER  ,10,26
AL KHAITH INDUSTRIES AND SERVICES SPC,STAFF,INDIAN,2010,OCTOBER  ,10,9
BOLD POINT CONSTRUCTION,LABOUR,INDIAN,2010,OCTOBER  ,10,5
BOLD POINT CONSTRUCTION,STAFF,INDIAN,2010,OCTOBER  ,10,2
HIGH-END BUSINESS SERVICES,STAFF,INDIAN,2010,OCTOBER  ,10,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,STAFF,INDIAN,2010,OCTOBER  ,10,2
INSIGHT ENGINEERING CONSULTANTS,STAFF,INDIAN,2010,OCTOBER  ,10,1
NEW ROTANA ENTERPRISES LLC,LABOUR,INDIAN,2010,OCTOBER  ,10,61
NEW ROTANA ENTERPRISES LLC,OMANI,OMANI,2010,OCTOBER  ,10,29
NEW ROTANA ENTERPRISES LLC,STAFF,INDIAN,2010,OCTOBER  ,10,35
SILVER OASIS BUSINESS AND SERVICES,LABOUR,INDIAN,2010,OCTOBER  ,10,4
ADRAK FACILITIES AND SERVICES LLC,LABOUR,INDIAN,2010,NOVEMBER ,11,17
ADRAK FACILITIES AND SERVICES LLC,OMANI,OMANI,2010,NOVEMBER ,11,26
ADRAK FACILITIES AND SERVICES LLC,STAFF,INDIAN,2010,NOVEMBER ,11,7
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,BANGLADESH,2010,NOVEMBER ,11,13
