COMPANY,NATIONALITY,YEAR,MONTH,MM,STRENGTH
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,EGYPTION,2009,MAY      ,05,1
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,INDIAN,2009,MAY      ,05,"2,067"
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,OMANI,2009,MAY      ,05,107
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,SUDANI,2009,MAY      ,05,1
AL KHAITH INDUSTRIES AND SERVICES SPC,INDIAN,2009,MAY      ,05,69
AL KHAITH INDUSTRIES AND SERVICES SPC,OMANI,2009,MAY      ,05,7
BOLD POINT CONSTRUCTION,INDIAN,2009,MAY      ,05,7
HIGH-END BUSINESS SERVICES,INDIAN,2009,MAY      ,05,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,INDIAN,2009,MAY      ,05,1
INSIGHT ENGINEERING CONSULTANTS,INDIAN,2009,MAY      ,05,1
NEW ROTANA ENTERPRISES LLC,INDIAN,2009,MAY      ,05,152
NEW ROTANA ENTERPRISES LLC,OMANI,2009,MAY      ,05,12
SILVER OASIS BUSINESS AND SERVICES,INDIAN,2009,MAY      ,05,2
ADRAK FACILITIES AND SERVICES LLC,INDIAN,2009,JUNE     ,06,64
ADRAK FACILITIES AND SERVICES LLC,OMANI,2009,JUNE     ,06,7
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,BANGLADESH,2009,JUNE     ,06,10
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,EGYPTION,2009,JUNE     ,06,1
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,INDIAN,2009,JUNE     ,06,"2,078"
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,OMANI,2009,JUNE     ,06,110
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,SUDANI,2009,JUNE     ,06,1
AL KHAITH INDUSTRIES AND SERVICES SPC,INDIAN,2009,JUNE     ,06,68
AL KHAITH INDUSTRIES AND SERVICES SPC,OMANI,2009,JUNE     ,06,7
BOLD POINT CONSTRUCTION,INDIAN,2009,JUNE     ,06,7
HIGH-END BUSINESS SERVICES,INDIAN,2009,JUNE     ,06,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,INDIAN,2009,JUNE     ,06,1
INSIGHT ENGINEERING CONSULTANTS,INDIAN,2009,JUNE     ,06,1
NEW ROTANA ENTERPRISES LLC,INDIAN,2009,JUNE     ,06,151
NEW ROTANA ENTERPRISES LLC,OMANI,2009,JUNE     ,06,13
SILVER OASIS BUSINESS AND SERVICES,INDIAN,2009,JUNE     ,06,2
ADRAK FACILITIES AND SERVICES LLC,INDIAN,2009,JULY     ,07,64
ADRAK FACILITIES AND SERVICES LLC,OMANI,2009,JULY     ,07,8
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,BANGLADESH,2009,JULY     ,07,10
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,EGYPTION,2009,JULY     ,07,1
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,INDIAN,2009,JULY     ,07,"2,093"
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,OMANI,2009,JULY     ,07,115
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,SUDANI,2009,JULY     ,07,1
AL KHAITH INDUSTRIES AND SERVICES SPC,INDIAN,2009,JULY     ,07,68
AL KHAITH INDUSTRIES AND SERVICES SPC,OMANI,2009,JULY     ,07,8
BOLD POINT CONSTRUCTION,INDIAN,2009,JULY     ,07,7
HIGH-END BUSINESS SERVICES,INDIAN,2009,JULY     ,07,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,INDIAN,2009,JULY     ,07,1
INSIGHT ENGINEERING CONSULTANTS,INDIAN,2009,JULY     ,07,1
NEW ROTANA ENTERPRISES LLC,INDIAN,2009,JULY     ,07,151
NEW ROTANA ENTERPRISES LLC,OMANI,2009,JULY     ,07,14
SILVER OASIS BUSINESS AND SERVICES,INDIAN,2009,JULY     ,07,2
ADRAK FACILITIES AND SERVICES LLC,INDIAN,2009,AUGUST   ,08,63
ADRAK FACILITIES AND SERVICES LLC,OMANI,2009,AUGUST   ,08,8
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,BANGLADESH,2009,AUGUST   ,08,10
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,EGYPTION,2009,AUGUST   ,08,1
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,INDIAN,2009,AUGUST   ,08,"2,100"
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,OMANI,2009,AUGUST   ,08,123
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,SUDANI,2009,AUGUST   ,08,1
AL KHAITH INDUSTRIES AND SERVICES SPC,INDIAN,2009,AUGUST   ,08,67
AL KHAITH INDUSTRIES AND SERVICES SPC,OMANI,2009,AUGUST   ,08,8
BOLD POINT CONSTRUCTION,INDIAN,2009,AUGUST   ,08,7
HIGH-END BUSINESS SERVICES,INDIAN,2009,AUGUST   ,08,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,INDIAN,2009,AUGUST   ,08,1
INSIGHT ENGINEERING CONSULTANTS,INDIAN,2009,AUGUST   ,08,1
NEW ROTANA ENTERPRISES LLC,INDIAN,2009,AUGUST   ,08,150
NEW ROTANA ENTERPRISES LLC,OMANI,2009,AUGUST   ,08,14
SILVER OASIS BUSINESS AND SERVICES,INDIAN,2009,AUGUST   ,08,2
ADRAK FACILITIES AND SERVICES LLC,INDIAN,2009,SEPTEMBER,09,63
ADRAK FACILITIES AND SERVICES LLC,OMANI,2009,SEPTEMBER,09,8
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,BANGLADESH,2009,SEPTEMBER,09,10
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,EGYPTION,2009,SEPTEMBER,09,1
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,INDIAN,2009,SEPTEMBER,09,"2,091"
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,OMANI,2009,SEPTEMBER,09,134
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,SUDANI,2009,SEPTEMBER,09,1
AL KHAITH INDUSTRIES AND SERVICES SPC,INDIAN,2009,SEPTEMBER,09,67
AL KHAITH INDUSTRIES AND SERVICES SPC,OMANI,2009,SEPTEMBER,09,8
BOLD POINT CONSTRUCTION,INDIAN,2009,SEPTEMBER,09,7
HIGH-END BUSINESS SERVICES,INDIAN,2009,SEPTEMBER,09,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,INDIAN,2009,SEPTEMBER,09,1
INSIGHT ENGINEERING CONSULTANTS,INDIAN,2009,SEPTEMBER,09,1
NEW ROTANA ENTERPRISES LLC,INDIAN,2009,SEPTEMBER,09,148
NEW ROTANA ENTERPRISES LLC,OMANI,2009,SEPTEMBER,09,14
SILVER OASIS BUSINESS AND SERVICES,INDIAN,2009,SEPTEMBER,09,2
ADRAK FACILITIES AND SERVICES LLC,INDIAN,2009,OCTOBER  ,10,63
ADRAK FACILITIES AND SERVICES LLC,OMANI,2009,OCTOBER  ,10,8
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,BANGLADESH,2009,OCTOBER  ,10,10
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,EGYPTION,2009,OCTOBER  ,10,1
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,INDIAN,2009,OCTOBER  ,10,"2,100"
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,OMANI,2009,OCTOBER  ,10,158
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,SUDANI,2009,OCTOBER  ,10,1
AL KHAITH INDUSTRIES AND SERVICES SPC,INDIAN,2009,OCTOBER  ,10,67
AL KHAITH INDUSTRIES AND SERVICES SPC,OMANI,2009,OCTOBER  ,10,8
BOLD POINT CONSTRUCTION,INDIAN,2009,OCTOBER  ,10,7
HIGH-END BUSINESS SERVICES,INDIAN,2009,OCTOBER  ,10,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,INDIAN,2009,OCTOBER  ,10,1
INSIGHT ENGINEERING CONSULTANTS,INDIAN,2009,OCTOBER  ,10,1
NEW ROTANA ENTERPRISES LLC,INDIAN,2009,OCTOBER  ,10,147
NEW ROTANA ENTERPRISES LLC,OMANI,2009,OCTOBER  ,10,14
SILVER OASIS BUSINESS AND SERVICES,INDIAN,2009,OCTOBER  ,10,2
ADRAK FACILITIES AND SERVICES LLC,INDIAN,2009,NOVEMBER ,11,63
ADRAK FACILITIES AND SERVICES LLC,OMANI,2009,NOVEMBER ,11,8
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,BANGLADESH,2009,NOVEMBER ,11,10
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,EGYPTION,2009,NOVEMBER ,11,1
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,INDIAN,2009,NOVEMBER ,11,"2,099"
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,OMANI,2009,NOVEMBER ,11,184
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,SUDANI,2009,NOVEMBER ,11,1
AL KHAITH INDUSTRIES AND SERVICES SPC,INDIAN,2009,NOVEMBER ,11,67
AL KHAITH INDUSTRIES AND SERVICES SPC,OMANI,2009,NOVEMBER ,11,8
BOLD POINT CONSTRUCTION,INDIAN,2009,NOVEMBER ,11,7
HIGH-END BUSINESS SERVICES,INDIAN,2009,NOVEMBER ,11,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,INDIAN,2009,NOVEMBER ,11,1
INSIGHT ENGINEERING CONSULTANTS,INDIAN,2009,NOVEMBER ,11,1
NEW ROTANA ENTERPRISES LLC,INDIAN,2009,NOVEMBER ,11,144
NEW ROTANA ENTERPRISES LLC,OMANI,2009,NOVEMBER ,11,38
SILVER OASIS BUSINESS AND SERVICES,INDIAN,2009,NOVEMBER ,11,2
ADRAK FACILITIES AND SERVICES LLC,INDIAN,2009,DECEMBER ,12,63
ADRAK FACILITIES AND SERVICES LLC,OMANI,2009,DECEMBER ,12,8
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,BANGLADESH,2009,DECEMBER ,12,10
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,EGYPTION,2009,DECEMBER ,12,1
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,INDIAN,2009,DECEMBER ,12,"2,312"
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,OMANI,2009,DECEMBER ,12,261
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,SUDANI,2009,DECEMBER ,12,1
AL KHAITH INDUSTRIES AND SERVICES SPC,INDIAN,2009,DECEMBER ,12,67
AL KHAITH INDUSTRIES AND SERVICES SPC,OMANI,2009,DECEMBER ,12,8
BOLD POINT CONSTRUCTION,INDIAN,2009,DECEMBER ,12,7
HIGH-END BUSINESS SERVICES,INDIAN,2009,DECEMBER ,12,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,INDIAN,2009,DECEMBER ,12,1
INSIGHT ENGINEERING CONSULTANTS,INDIAN,2009,DECEMBER ,12,1
NEW ROTANA ENTERPRISES LLC,INDIAN,2009,DECEMBER ,12,144
NEW ROTANA ENTERPRISES LLC,OMANI,2009,DECEMBER ,12,38
SILVER OASIS BUSINESS AND SERVICES,INDIAN,2009,DECEMBER ,12,2
ADRAK FACILITIES AND SERVICES LLC,INDIAN,2010,JANUARY  ,01,63
ADRAK FACILITIES AND SERVICES LLC,OMANI,2010,JANUARY  ,01,9
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,BANGLADESH,2010,JANUARY  ,01,10
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,EGYPTION,2010,JANUARY  ,01,1
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,INDIAN,2010,JANUARY  ,01,"2,452"
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,OMANI,2010,JANUARY  ,01,352
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,SUDANI,2010,JANUARY  ,01,1
AL KHAITH INDUSTRIES AND SERVICES SPC,INDIAN,2010,JANUARY  ,01,67
AL KHAITH INDUSTRIES AND SERVICES SPC,OMANI,2010,JANUARY  ,01,9
BOLD POINT CONSTRUCTION,INDIAN,2010,JANUARY  ,01,7
HIGH-END BUSINESS SERVICES,INDIAN,2010,JANUARY  ,01,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,INDIAN,2010,JANUARY  ,01,1
INSIGHT ENGINEERING CONSULTANTS,INDIAN,2010,JANUARY  ,01,1
NEW ROTANA ENTERPRISES LLC,INDIAN,2010,JANUARY  ,01,144
NEW ROTANA ENTERPRISES LLC,OMANI,2010,JANUARY  ,01,39
SILVER OASIS BUSINESS AND SERVICES,INDIAN,2010,JANUARY  ,01,2
ADRAK FACILITIES AND SERVICES LLC,INDIAN,2010,FEBRUARY ,02,38
ADRAK FACILITIES AND SERVICES LLC,OMANI,2010,FEBRUARY ,02,8
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,BANGLADESH,2010,FEBRUARY ,02,10
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,INDIAN,2010,FEBRUARY ,02,"2,032"
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,OMANI,2010,FEBRUARY ,02,441
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,SUDANI,2010,FEBRUARY ,02,1
AL KHAITH INDUSTRIES AND SERVICES SPC,INDIAN,2010,FEBRUARY ,02,44
AL KHAITH INDUSTRIES AND SERVICES SPC,OMANI,2010,FEBRUARY ,02,8
BOLD POINT CONSTRUCTION,INDIAN,2010,FEBRUARY ,02,7
HIGH-END BUSINESS SERVICES,INDIAN,2010,FEBRUARY ,02,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,INDIAN,2010,FEBRUARY ,02,1
INSIGHT ENGINEERING CONSULTANTS,INDIAN,2010,FEBRUARY ,02,1
NEW ROTANA ENTERPRISES LLC,INDIAN,2010,FEBRUARY ,02,116
NEW ROTANA ENTERPRISES LLC,OMANI,2010,FEBRUARY ,02,39
SILVER OASIS BUSINESS AND SERVICES,INDIAN,2010,FEBRUARY ,02,2
ADRAK FACILITIES AND SERVICES LLC,INDIAN,2010,MARCH    ,03,38
ADRAK FACILITIES AND SERVICES LLC,OMANI,2010,MARCH    ,03,8
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,BANGLADESH,2010,MARCH    ,03,10
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,INDIAN,2010,MARCH    ,03,"2,056"
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,OMANI,2010,MARCH    ,03,502
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,SUDANI,2010,MARCH    ,03,1
AL KHAITH INDUSTRIES AND SERVICES SPC,INDIAN,2010,MARCH    ,03,44
AL KHAITH INDUSTRIES AND SERVICES SPC,OMANI,2010,MARCH    ,03,8
BOLD POINT CONSTRUCTION,INDIAN,2010,MARCH    ,03,7
HIGH-END BUSINESS SERVICES,INDIAN,2010,MARCH    ,03,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,INDIAN,2010,MARCH    ,03,1
INSIGHT ENGINEERING CONSULTANTS,INDIAN,2010,MARCH    ,03,1
NEW ROTANA ENTERPRISES LLC,INDIAN,2010,MARCH    ,03,116
NEW ROTANA ENTERPRISES LLC,OMANI,2010,MARCH    ,03,39
SILVER OASIS BUSINESS AND SERVICES,INDIAN,2010,MARCH    ,03,2
ADRAK FACILITIES AND SERVICES LLC,INDIAN,2010,APRIL    ,04,38
ADRAK FACILITIES AND SERVICES LLC,OMANI,2010,APRIL    ,04,8
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,BANGLADESH,2010,APRIL    ,04,9
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,INDIAN,2010,APRIL    ,04,"2,052"
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,OMANI,2010,APRIL    ,04,569
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,SUDANI,2010,APRIL    ,04,1
AL KHAITH INDUSTRIES AND SERVICES SPC,INDIAN,2010,APRIL    ,04,44
AL KHAITH INDUSTRIES AND SERVICES SPC,OMANI,2010,APRIL    ,04,8
BOLD POINT CONSTRUCTION,INDIAN,2010,APRIL    ,04,7
HIGH-END BUSINESS SERVICES,INDIAN,2010,APRIL    ,04,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,INDIAN,2010,APRIL    ,04,1
INSIGHT ENGINEERING CONSULTANTS,INDIAN,2010,APRIL    ,04,1
NEW ROTANA ENTERPRISES LLC,INDIAN,2010,APRIL    ,04,116
NEW ROTANA ENTERPRISES LLC,OMANI,2010,APRIL    ,04,38
SILVER OASIS BUSINESS AND SERVICES,INDIAN,2010,APRIL    ,04,2
ADRAK FACILITIES AND SERVICES LLC,INDIAN,2010,MAY      ,05,35
ADRAK FACILITIES AND SERVICES LLC,OMANI,2010,MAY      ,05,8
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,BANGLADESH,2010,MAY      ,05,10
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,INDIAN,2010,MAY      ,05,"2,100"
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,OMANI,2010,MAY      ,05,596
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,SUDANI,2010,MAY      ,05,1
AL KHAITH INDUSTRIES AND SERVICES SPC,INDIAN,2010,MAY      ,05,41
AL KHAITH INDUSTRIES AND SERVICES SPC,OMANI,2010,MAY      ,05,8
BOLD POINT CONSTRUCTION,INDIAN,2010,MAY      ,05,7
HIGH-END BUSINESS SERVICES,INDIAN,2010,MAY      ,05,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,INDIAN,2010,MAY      ,05,1
INSIGHT ENGINEERING CONSULTANTS,INDIAN,2010,MAY      ,05,1
NEW ROTANA ENTERPRISES LLC,INDIAN,2010,MAY      ,05,114
NEW ROTANA ENTERPRISES LLC,OMANI,2010,MAY      ,05,37
SILVER OASIS BUSINESS AND SERVICES,INDIAN,2010,MAY      ,05,3
ADRAK FACILITIES AND SERVICES LLC,INDIAN,2010,JUNE     ,06,32
ADRAK FACILITIES AND SERVICES LLC,OMANI,2010,JUNE     ,06,7
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,BANGLADESH,2010,JUNE     ,06,10
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,INDIAN,2010,JUNE     ,06,"2,149"
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,OMANI,2010,JUNE     ,06,632
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,SUDANI,2010,JUNE     ,06,1
AL KHAITH INDUSTRIES AND SERVICES SPC,INDIAN,2010,JUNE     ,06,38
AL KHAITH INDUSTRIES AND SERVICES SPC,OMANI,2010,JUNE     ,06,7
BOLD POINT CONSTRUCTION,INDIAN,2010,JUNE     ,06,7
HIGH-END BUSINESS SERVICES,INDIAN,2010,JUNE     ,06,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,INDIAN,2010,JUNE     ,06,2
INSIGHT ENGINEERING CONSULTANTS,INDIAN,2010,JUNE     ,06,1
NEW ROTANA ENTERPRISES LLC,INDIAN,2010,JUNE     ,06,109
NEW ROTANA ENTERPRISES LLC,OMANI,2010,JUNE     ,06,37
SILVER OASIS BUSINESS AND SERVICES,INDIAN,2010,JUNE     ,06,3
ADRAK FACILITIES AND SERVICES LLC,INDIAN,2010,JULY     ,07,29
ADRAK FACILITIES AND SERVICES LLC,OMANI,2010,JULY     ,07,7
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,BANGLADESH,2010,JULY     ,07,11
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,INDIAN,2010,JULY     ,07,"2,265"
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,OMANI,2010,JULY     ,07,684
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,SUDANI,2010,JULY     ,07,1
AL KHAITH INDUSTRIES AND SERVICES SPC,INDIAN,2010,JULY     ,07,35
AL KHAITH INDUSTRIES AND SERVICES SPC,OMANI,2010,JULY     ,07,7
BOLD POINT CONSTRUCTION,INDIAN,2010,JULY     ,07,7
HIGH-END BUSINESS SERVICES,INDIAN,2010,JULY     ,07,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,INDIAN,2010,JULY     ,07,2
INSIGHT ENGINEERING CONSULTANTS,INDIAN,2010,JULY     ,07,1
NEW ROTANA ENTERPRISES LLC,INDIAN,2010,JULY     ,07,104
NEW ROTANA ENTERPRISES LLC,OMANI,2010,JULY     ,07,35
SILVER OASIS BUSINESS AND SERVICES,INDIAN,2010,JULY     ,07,3
ADRAK FACILITIES AND SERVICES LLC,INDIAN,2010,AUGUST   ,08,27
ADRAK FACILITIES AND SERVICES LLC,OMANI,2010,AUGUST   ,08,7
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,BANGLADESH,2010,AUGUST   ,08,11
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,INDIAN,2010,AUGUST   ,08,"2,305"
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,OMANI,2010,AUGUST   ,08,748
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,SUDANI,2010,AUGUST   ,08,1
AL KHAITH INDUSTRIES AND SERVICES SPC,INDIAN,2010,AUGUST   ,08,33
AL KHAITH INDUSTRIES AND SERVICES SPC,OMANI,2010,AUGUST   ,08,7
BOLD POINT CONSTRUCTION,INDIAN,2010,AUGUST   ,08,7
HIGH-END BUSINESS SERVICES,INDIAN,2010,AUGUST   ,08,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,INDIAN,2010,AUGUST   ,08,2
INSIGHT ENGINEERING CONSULTANTS,INDIAN,2010,AUGUST   ,08,1
NEW ROTANA ENTERPRISES LLC,INDIAN,2010,AUGUST   ,08,100
NEW ROTANA ENTERPRISES LLC,OMANI,2010,AUGUST   ,08,33
SILVER OASIS BUSINESS AND SERVICES,INDIAN,2010,AUGUST   ,08,3
ADRAK FACILITIES AND SERVICES LLC,INDIAN,2010,SEPTEMBER,09,27
ADRAK FACILITIES AND SERVICES LLC,OMANI,2010,SEPTEMBER,09,8
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,BANGLADESH,2010,SEPTEMBER,09,11
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,INDIAN,2010,SEPTEMBER,09,"2,434"
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,OMANI,2010,SEPTEMBER,09,757
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,SUDANI,2010,SEPTEMBER,09,1
AL KHAITH INDUSTRIES AND SERVICES SPC,INDIAN,2010,SEPTEMBER,09,33
AL KHAITH INDUSTRIES AND SERVICES SPC,OMANI,2010,SEPTEMBER,09,8
BOLD POINT CONSTRUCTION,INDIAN,2010,SEPTEMBER,09,7
HIGH-END BUSINESS SERVICES,INDIAN,2010,SEPTEMBER,09,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,INDIAN,2010,SEPTEMBER,09,2
INSIGHT ENGINEERING CONSULTANTS,INDIAN,2010,SEPTEMBER,09,1
NEW ROTANA ENTERPRISES LLC,INDIAN,2010,SEPTEMBER,09,96
NEW ROTANA ENTERPRISES LLC,OMANI,2010,SEPTEMBER,09,30
SILVER OASIS BUSINESS AND SERVICES,INDIAN,2010,SEPTEMBER,09,4
ADRAK FACILITIES AND SERVICES LLC,INDIAN,2010,OCTOBER  ,10,26
ADRAK FACILITIES AND SERVICES LLC,OMANI,2010,OCTOBER  ,10,26
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,BANGLADESH,2010,OCTOBER  ,10,11
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,INDIAN,2010,OCTOBER  ,10,"2,590"
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,OMANI,2010,OCTOBER  ,10,809
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,SUDANI,2010,OCTOBER  ,10,1
AL KHAITH INDUSTRIES AND SERVICES SPC,INDIAN,2010,OCTOBER  ,10,32
AL KHAITH INDUSTRIES AND SERVICES SPC,OMANI,2010,OCTOBER  ,10,26
BOLD POINT CONSTRUCTION,INDIAN,2010,OCTOBER  ,10,7
HIGH-END BUSINESS SERVICES,INDIAN,2010,OCTOBER  ,10,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,INDIAN,2010,OCTOBER  ,10,2
INSIGHT ENGINEERING CONSULTANTS,INDIAN,2010,OCTOBER  ,10,1
NEW ROTANA ENTERPRISES LLC,INDIAN,2010,OCTOBER  ,10,96
NEW ROTANA ENTERPRISES LLC,OMANI,2010,OCTOBER  ,10,29
SILVER OASIS BUSINESS AND SERVICES,INDIAN,2010,OCTOBER  ,10,4
ADRAK FACILITIES AND SERVICES LLC,INDIAN,2010,NOVEMBER ,11,24
ADRAK FACILITIES AND SERVICES LLC,OMANI,2010,NOVEMBER ,11,26
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,BANGLADESH,2010,NOVEMBER ,11,13
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,INDIAN,2010,NOVEMBER ,11,"2,644"
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,NEPAL,2010,NOVEMBER ,11,1
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,OMANI,2010,NOVEMBER ,11,805
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,SUDANI,2010,NOVEMBER ,11,1
AL KHAITH INDUSTRIES AND SERVICES SPC,INDIAN,2010,NOVEMBER ,11,30
AL KHAITH INDUSTRIES AND SERVICES SPC,OMANI,2010,NOVEMBER ,11,26
BOLD POINT CONSTRUCTION,INDIAN,2010,NOVEMBER ,11,7
HIGH-END BUSINESS SERVICES,INDIAN,2010,NOVEMBER ,11,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,INDIAN,2010,NOVEMBER ,11,2
INSIGHT ENGINEERING CONSULTANTS,INDIAN,2010,NOVEMBER ,11,1
NEW ROTANA ENTERPRISES LLC,INDIAN,2010,NOVEMBER ,11,96
NEW ROTANA ENTERPRISES LLC,OMANI,2010,NOVEMBER ,11,36
SILVER OASIS BUSINESS AND SERVICES,INDIAN,2010,NOVEMBER ,11,4
ADRAK FACILITIES AND SERVICES LLC,INDIAN,2010,DECEMBER ,12,23
ADRAK FACILITIES AND SERVICES LLC,OMANI,2010,DECEMBER ,12,24
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,BANGLADESH,2010,DECEMBER ,12,13
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,INDIAN,2010,DECEMBER ,12,"2,672"
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,NEPAL,2010,DECEMBER ,12,1
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,OMANI,2010,DECEMBER ,12,797
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,SUDANI,2010,DECEMBER ,12,1
AL KHAITH INDUSTRIES AND SERVICES SPC,INDIAN,2010,DECEMBER ,12,29
AL KHAITH INDUSTRIES AND SERVICES SPC,OMANI,2010,DECEMBER ,12,24
BOLD POINT CONSTRUCTION,INDIAN,2010,DECEMBER ,12,7
HIGH-END BUSINESS SERVICES,INDIAN,2010,DECEMBER ,12,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,INDIAN,2010,DECEMBER ,12,2
INSIGHT ENGINEERING CONSULTANTS,INDIAN,2010,DECEMBER ,12,1
NEW ROTANA ENTERPRISES LLC,INDIAN,2010,DECEMBER ,12,95
NEW ROTANA ENTERPRISES LLC,OMANI,2010,DECEMBER ,12,35
SILVER OASIS BUSINESS AND SERVICES,INDIAN,2010,DECEMBER ,12,4
ADRAK FACILITIES AND SERVICES LLC,INDIAN,2011,JANUARY  ,01,22
ADRAK FACILITIES AND SERVICES LLC,OMANI,2011,JANUARY  ,01,21
